Escola,Morada,Freguesia,Código Postal,Telefone,Email,Número Agrupamento,Agrupamento,Sede Escola,Número Escolas Agrupadas
"Escola Básica de Silvares - São Clemente, Cortinhas, Fafe",Cortinhas,4820-000,Fafe,253598193,eb1.cssclemente@escolas.min-edu.pt,150502,"Agrupamento de Escolas Professor Carlos Teixeira, Fafe",Não,8
"Escola Básica de Seidões, Fafe",Seidões,4820-000,Fafe,253451893,eb1.n1.aseidoes@escolas.min-edu.pt,150502,"Agrupamento de Escolas Professor Carlos Teixeira, Fafe",Não,8
Associação Cultural e Recreativa de Fornelos,Rua da Quintã - Fornelos,Fornelos Faf,4820-422,253490846,-,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Moreira de Rei, Fafe",Feira,Moreira Do Rei,4820-533,253502645,eb1.feiramoreirarei@escolas.min-edu.pt,150496,"Agrupamento de Escolas de Montelongo, Fafe",Não,8
"Escola Básica de Montelongo, Fafe",Parque da Cidade - Apartado 324,4820-000,Fafe,253490220,servicos@aemontelongo.edu.gov.pt,150496,"Agrupamento de Escolas de Montelongo, Fafe",Sim,8
"Escola Básica de Fareja, Fafe",Cruzeiro,Fareja,4820-400,253542403,eb1.cruzeirofareja@escolas.min-edu.pt,152882,Agrupamento de Escolas de Fafe,Não,6
"Escola Básica de Medelo, Fafe",Bouça,Medelo,4820-496,253503646,eb1.boucamedelo@escolas.min-edu.pt,150496,"Agrupamento de Escolas de Montelongo, Fafe",Não,8
"Escola Básica de Cepães, Fafe",Rua Professor Cândido Mota,Cepães,4820-025,253598020,eb1.igrejacepaes@escolas.min-edu.pt,152882,Agrupamento de Escolas de Fafe,Não,6
"Escola Básica Padre Joaquim Flores, Revelhe, Fafe",Revelhe,Aboim Faf,4820-001,253509010,eb23.revelhe@escolas.min-edu.pt,150496,"Agrupamento de Escolas de Montelongo, Fafe",Não,8
"Escola Básica de Regadas, Fafe",Cortinhas,4820-000,Fafe,253590683,eb1.n2.cortinhas@escolas.min-edu.pt,150502,"Agrupamento de Escolas Professor Carlos Teixeira, Fafe",Não,8
"Escola Básica de São Gens, Fafe",Pica - São Gens,São Gens,4820-654,253597366,eb1.camposgens@escolas.min-edu.pt,150502,"Agrupamento de Escolas Professor Carlos Teixeira, Fafe",Não,8
"Escola Básica de Quinchães, Fafe",Serrinha,Quinchães,4820-590,253493802,eb1.squinchaes@escolas.min-edu.pt,150502,"Agrupamento de Escolas Professor Carlos Teixeira, Fafe",Não,8
"Escola Básica de Serafão, Fafe",Rua das escolas nº 143,Serafão,4820-770,253943372,eb1.toural@escolas.min-edu.pt,150496,"Agrupamento de Escolas de Montelongo, Fafe",Não,8
"Escola Básica de Golães, Fafe",Calvário,Golães,4820-449,253590338,eb1.calvariogolaes@escolas.min-edu.pt,150496,"Agrupamento de Escolas de Montelongo, Fafe",Não,8
"Escola Básica de Passos, Fafe",Monte,Passos Faf,4820-550,253507445,eb1.n1.montepassos@escolas.min-edu.pt,150496,"Agrupamento de Escolas de Montelongo, Fafe",Não,8
"Escola Básica de Silvares, São Martinho, Fafe",Rua Dr. Parcídio Summavielle,São Martinho Silvares,4820-715,253459010,eb23.ssmartinho@escolas.min-edu.pt,150502,"Agrupamento de Escolas Professor Carlos Teixeira, Fafe",Não,8
"Escola Básica de São Jorge, Fafe",Rua da Guiné nº 20,4820-187,Fafe,253498276,eb1ji.sjorge@escolas.min-edu.pt,150502,"Agrupamento de Escolas Professor Carlos Teixeira, Fafe",Não,8
"Escola Básica de Urgezes, Guimarães",Avenida da Igreja,4810-502,Guimarães,-,-,151063,"Agrupamento de Escolas Gil Vicente, Guimarães",Não,4
"Escola Básica de Ponte, Guimarães",Rua dos Moinhos,Ponte Gmr,4805-283,-,-,151051,"Agrupamento de Escolas Arqueólogo Mário Cardoso, Guimarães",Não,6
"Escola Básica de Ronfe, Guimarães",Alameda Professor Abel Salazar,Ronfe,4805-375,-,-,150812,"Agrupamento de Escolas Professor Abel Salazar, Guimarães",Não,5
"Escola Básica Agostinho da Silva, Guimarães",Rua de S. Tomé,4810-001,Guimarães,253522211,eb1.n1.paraisoabacao@escolas.min-edu.pt,152924,"Agrupamento de Escolas de Abação, Guimarães",Não,6
"Escola Básica de Salgueiral, Guimarães",Praça Gomes Eanes de Zurara,4810-225,Guimarães,253524390,eb1.n22.guimaraes@escolas.min-edu.pt,151038,"Agrupamento de Escolas D. Afonso Henriques, Guimarães",Não,5
"Escola Básica de Calvos, Guimarães",Rua de Santo André,Calvos Gmr,4810-601,253541740,eb1.cruzeirocalvos@escolas.min-edu.pt,152924,"Agrupamento de Escolas de Abação, Guimarães",Não,6
"Escola Básica de Charneca, Caldas das Taipas, Guimarães",Lugar do Pinhel Rua,3,Balazar Gmr,253471483,eb1.n2.caldastaipas@escolas.min-edu.pt,151026,"Agrupamento de Escolas das Taipas, Guimarães",Não,7
"Escola Básica de Tabuadelo, Guimarães",Rua de S. José Tabuadelo,Tabuadelo,4835-463,253565959,eb1.lacete@escolas.min-edu.pt,152924,"Agrupamento de Escolas de Abação, Guimarães",Não,6
Escola Básica de Vizela,Monte,Santa Eulália,Santa Eulália Viz,253582288,eb1.montestaeulalia@escolas.min-edu.pt,151786,"Agrupamento de Escolas de Caldas de Vizela, Vizela",Não,9
"Escola Básica de Candoso - São Martinho, Guimarães",Rua de Sernande,4835-393,Guimarães,253535454,eb1.n5.guimaraes@escolas.min-edu.pt,151040,"Agrupamento de Escolas de Pevidém, Guimarães",Não,6
"Escola Básica de Oliveira do Castelo, Guimarães",Rua Comendador Joaquim Sousa Oliveira,4810-274,Guimarães,253513818,eb1.n2.guimaraes@escolas.min-edu.pt,151749,"Agrupamento de Escolas João de Meira, Guimarães",Não,3
"Escola Básica Joaquim Pinto, Caldas São João, Vizela",Rua Joaquim Pinto,4815-434,Vizela,253588488,eb1.n1.joaquimpinto@escolas.min-edu.pt,151786,"Agrupamento de Escolas de Caldas de Vizela, Vizela",Não,9
"Escola Básica de Infantas, Guimarães",Rua 25 de Abril,Infantas,4810-596,253541720,eb1.retorta@escolas.min-edu.pt,152912,"Agrupamento de Escolas Santos Simões, Guimarães",Não,6
"Escola Básica n.º 1 de Pevidém, Barreiro, Guimarães",Barreiro - Selho (S.Jorge),4800-000,Guimarães,253533300,eb1.n23.guimaraes@escolas.min-edu.pt,151040,"Agrupamento de Escolas de Pevidém, Guimarães",Não,6
"Escola Básica de Vermis, Guimarães",Vermis,Moreira De Cónegos,4815-340,253562911,eb1.n1.vermis@escolas.min-edu.pt,150290,"Agrupamento de Escolas Virgínia Moura, Guimarães",Não,5
"Escola Básica de São Roque, Guimarães",Costa - S. Roque,4810-001,Guimarães,253418781,eb1.n19.guimaraes@escolas.min-edu.pt,151749,"Agrupamento de Escolas João de Meira, Guimarães",Não,3
"Escola Básica de Polvoreira, Guimarães",Carvalhos - Polvoreira,Balazar Gmr,4805-001,253524721,eb1.n20.guimaraes@escolas.min-edu.pt,151063,"Agrupamento de Escolas Gil Vicente, Guimarães",Não,4
"Escola Básica de Casais, Brito, Guimarães",Rua das Escolas Primárias,Brito,4805-062,253571804,eb1.n2.ribeira@escolas.min-edu.pt,150812,"Agrupamento de Escolas Professor Abel Salazar, Guimarães",Não,5
"Escola Básica de Nespereira, Guimarães",Rua Visconde do Paço,Balazar Gmr,4805-001,253587853,eb1.arrau@escolas.min-edu.pt,151063,"Agrupamento de Escolas Gil Vicente, Guimarães",Não,4
"Escola Básica de São Romão, Mesão Frio, Guimarães",R. Belos Ares,4810-225,Guimarães,253431381,eb1.n12.guimaraes@escolas.min-edu.pt,152912,"Agrupamento de Escolas Santos Simões, Guimarães",Não,6
"Escola Básica de Mascotelos, Guimarães",Rua da Liberdade,4835-126,Guimarães,253522892,eb1.n11.guimaraes@escolas.min-edu.pt,151038,"Agrupamento de Escolas D. Afonso Henriques, Guimarães",Não,5
"Escola Básica de Sande, Vila Nova, Guimarães",Rua da Escola - Além - Sande Vila Nova,4800-000,Guimarães,253479799,eb1.alem@escolas.min-edu.pt,151051,"Agrupamento de Escolas Arqueólogo Mário Cardoso, Guimarães",Não,6
"Escola Básica de Nossa Senhora da Conceição, Fermentões, Guimarães",Nª Senhora da Conceição - Fermentões,4800-001,Guimarães,253513597,eb1.n3.guimaraes@escolas.min-edu.pt,150514,"Agrupamento de Escolas Arquiteto Fernando Távora, Guimarães",Não,5
"Escola Básica de Poças, Guimarães",Rua da Escola,Santa Maria Airão,4805-479,252991503,eb1.pocas@escolas.min-edu.pt,150812,"Agrupamento de Escolas Professor Abel Salazar, Guimarães",Não,5
"Escola Básica de Cruz de Argola, Mesão Frio, Guimarães",Urbanização da Cruz de Argola,4810-222,Guimarães,253432471,eb1.n25.guimaraes@escolas.min-edu.pt,152912,"Agrupamento de Escolas Santos Simões, Guimarães",Não,6
"Escola Básica de Conde, Guimarães",Av. Jacinto Monteiro,Conde,4815-015,253561048,eb1.aula@escolas.min-edu.pt,150290,"Agrupamento de Escolas Virgínia Moura, Guimarães",Não,5
"Escola Básica de Igreja, Sande - São Martinho, Guimarães",Rua Padre António F. Ribeiro,359,Balazar Gmr,253574929,eb1.isandesmartinho@escolas.min-edu.pt,151026,"Agrupamento de Escolas das Taipas, Guimarães",Não,7
"Escola Básica de Souto - Santa Maria, Guimarães",R. D. Elvira Cruz Gonçalves,Santa Maria Souto,4800-675,253572950,eb1.penela@escolas.min-edu.pt,151750,"Agrupamento de Escolas de Briteiros, Guimarães",Não,8
"Escola Básica de Serzedo, Guimarães",R. de S. Miguel,nº 491,Serzedo Gmr,253542129,eb1.outeiroserzedo@escolas.min-edu.pt,152912,"Agrupamento de Escolas Santos Simões, Guimarães",Não,6
"Escola Básica de Vinha, Guimarães",Vinha,Atães Gmr,4800-238,253552323,eb1.vinhaataes@escolas.min-edu.pt,150307,"Agrupamento de Escolas do Vale de São Torcato, Guimarães",Não,4
"Escola Básica de Longos, Guimarães",Passal - Longos,Balazar Gmr,4805-001,253471786,eb1.passallongos@escolas.min-edu.pt,151026,"Agrupamento de Escolas das Taipas, Guimarães",Não,7
"Escola Básica do Serrado, Briteiros - Santa Leocádia, Guimarães",R. do Serrado,Santa Leocádia Briteiros,4805-454,253578793,eb1.cbstaleocadia@escolas.min-edu.pt,151750,"Agrupamento de Escolas de Briteiros, Guimarães",Não,8
"Escola Básica de Selho - São Cristóvão, Guimarães",R. Muda,Balazar Gmr,4805-001,253534755,eb1.n13.guimaraes@escolas.min-edu.pt,151040,"Agrupamento de Escolas de Pevidém, Guimarães",Não,6
"Escola Básica de Agrolongo, Guimarães",R. Castro Sabroso,Balazar Gmr,4805-001,253578795,eb1.agrolongo@escolas.min-edu.pt,151026,"Agrupamento de Escolas das Taipas, Guimarães",Não,7
"Escola Básica de Carreiro, Guimarães",Lordelo,Carreiro,86,252872609,eb1.n3.samar@escolas.min-edu.pt,150290,"Agrupamento de Escolas Virgínia Moura, Guimarães",Não,5
"Escola Básica de Silvares, Guimarães",Rua da Ponte Nova,4835-434,Guimarães,253535444,eb1.n1.casquinho@escolas.min-edu.pt,151038,"Agrupamento de Escolas D. Afonso Henriques, Guimarães",Não,5
"Escola Básica de Mosteiro, Guimarães",Mosteiro,São Torcato,4800-874,253552008,eb1.n1.mstorcato@escolas.min-edu.pt,150307,"Agrupamento de Escolas do Vale de São Torcato, Guimarães",Não,4
Colégio de Nossa Senhora da Conceição,Rua Das Mondas,993 Candoso (Santiago),4835-133,253424200,geral@colegionsconceicao.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Eirinha, Serzedelo, Guimarães",R. do Grupo Desportivo 181,Serzedelo Gmr,4765-533,253534640,eb1.n3.cserzedelo@escolas.min-edu.pt,151040,"Agrupamento de Escolas de Pevidém, Guimarães",Não,6
"Escola Básica de Motelo, Guimarães",Motelo,4800-001,Guimarães,253556041,eb1.n10.guimaraes@escolas.min-edu.pt,150514,"Agrupamento de Escolas Arquiteto Fernando Távora, Guimarães",Não,5
"Escola Básica de Pégada, Azurém, Guimarães",R. Pegada,4800-076,Guimarães,253517449,eb1.n4.guimaraes@escolas.min-edu.pt,151014,"Agrupamento de Escolas Francisco de Holanda, Guimarães",Não,4
"Escola Básica de Infias, Vizela",Rua Portos Júnior,n. º1029,Ínfias Viz,253565398,eb1.cruzeiroinfias@escolas.min-edu.pt,100377,"Agrupamento de Escolas de S. Bento, Vizela",Não,5
"Escola Básica de Gondar, Guimarães",Cruzeiro - Gondar,4835-551,Guimarães,253534723,eb1.cruzeirogondar@escolas.min-edu.pt,151040,"Agrupamento de Escolas de Pevidém, Guimarães",Não,6
"Escola Básica de Caneiros, Fermentões, Guimarães",R. Caneiros,4800-080,Guimarães,253557207,eb1.n9.guimaraes@escolas.min-edu.pt,150514,"Agrupamento de Escolas Arquiteto Fernando Távora, Guimarães",Não,5
"Escola Básica dos Enxertos, Vizela",Rua da Porteladinha,nº 152,4815-440,253586734,eb1.n2.joaquimpinto@escolas.min-edu.pt,151786,"Agrupamento de Escolas de Caldas de Vizela, Vizela",Não,9
"Escola Básica de Alto da Bandeira, Creixomil, Guimarães",R. Prof Maria Amélia Maia - Alto da Bandeira,Balazar Gmr,4805-001,253415162,eb1ji.n18.guimaraes@escolas.min-edu.pt,151038,"Agrupamento de Escolas D. Afonso Henriques, Guimarães",Não,5
"Escola Básica de Santa Luzia, Azurém, Guimarães",Quinta - Azurém,4800-000,Guimarães,253517452,eb1.n1.guimaraes@escolas.min-edu.pt,151014,"Agrupamento de Escolas Francisco de Holanda, Guimarães",Não,4
"Escola Básica de Corvite, Guimarães",Rua Padre António Matos,Balazar Gmr,4805-001,253575109,eb1.tulhavelha@escolas.min-edu.pt,151051,"Agrupamento de Escolas Arqueólogo Mário Cardoso, Guimarães",Não,6
"Escola Básica de Igreja - São Salvador, Guimarães",Rua da Escola,Salvador Briteiros,4805-450,253572735,eb1.ibssalvador@escolas.min-edu.pt,151750,"Agrupamento de Escolas de Briteiros, Guimarães",Não,8
"Escola Básica de Bela Vista, Guimarães",Rua António Gomes Marinho,4800-000,Guimarães,253552847,eb1.bvssaolourenco@escolas.min-edu.pt,150307,"Agrupamento de Escolas do Vale de São Torcato, Guimarães",Não,4
"Escola Básica de Pinheiral, Guimarães",Rua da Banda da Música,Caldas Das Taipas,4805-091,253471824,eb1.n1.caldastaipas@escolas.min-edu.pt,151026,"Agrupamento de Escolas das Taipas, Guimarães",Não,7
"Escola Básica de Fafião, Briteiros - Santo Estêvão, Guimarães",Rua do Bocage,Santo Estevão Briteiros,4805-603,253579324,eb1.n2.real@escolas.min-edu.pt,151750,"Agrupamento de Escolas de Briteiros, Guimarães",Não,8
Colégio do Ave,Rua de Moçambique,lote 67 - Urbanização Casal Vaz,2330-244,249098261,geral@andradecorvo.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Guardizela, Guimarães",Monte - Guardizela,4800-000,Guimarães,253949110,eb1.monteguardizela@escolas.min-edu.pt,150290,"Agrupamento de Escolas Virgínia Moura, Guimarães",Não,5
"Escola Básica de Monte Largo, Guimarães",Rua D. Maria,4800-000,Guimarães,253418088,eb1.n24.guimaraes@escolas.min-edu.pt,152912,"Agrupamento de Escolas Santos Simões, Guimarães",Não,6
"Escola Básica de Pencelo, Guimarães",Rua 24 de Junho,4800-000,Guimarães,253557339,eb1.telhadopenselo@escolas.min-edu.pt,150514,"Agrupamento de Escolas Arquiteto Fernando Távora, Guimarães",Não,5
"Escola Básica de Ucha de Baixo, Guimarães",Ucha de Baixo,Moreira De Cónegos,4815-371,253581026,eb1.uchabaixo@escolas.min-edu.pt,152924,"Agrupamento de Escolas de Abação, Guimarães",Não,6
"Escola Básica de Barco, Guimarães",Rua da escola,Barco Gmr,4805-016,253472250,eb1.csclaudiabarco@escolas.min-edu.pt,151750,"Agrupamento de Escolas de Briteiros, Guimarães",Não,8
"Escola Básica de Donim, Guimarães",Rua da Escola,Donim,4805-180,253572947,eb1.pacodonim@escolas.min-edu.pt,151750,"Agrupamento de Escolas de Briteiros, Guimarães",Não,8
"Escola Básica de Pinheiro, Guimarães",Rua da Escola,Pinheiro Gmr,4810-781,253523978,eb1.soutelopinheiro@escolas.min-edu.pt,152924,"Agrupamento de Escolas de Abação, Guimarães",Não,6
"Escola Básica de Tagilde, Vizela",Lugar da Torre,Tagilde,4815-601,253587894,eb1.torretagilde@escolas.min-edu.pt,100377,"Agrupamento de Escolas de S. Bento, Vizela",Não,5
"Escola Básica de Cerca do Paço, Guimarães",Prazins (Santa Eufémia),4800-000,Guimarães,253578791,eb1.cercapaco@escolas.min-edu.pt,151051,"Agrupamento de Escolas Arqueólogo Mário Cardoso, Guimarães",Não,6
"Escola Básica de Deserto, Guimarães",Lugar de Deserto,Santo Tirso Prazins,4800-703,253573177,eb1.deserto@escolas.min-edu.pt,151051,"Agrupamento de Escolas Arqueólogo Mário Cardoso, Guimarães",Não,6
"Escola Básica de Vieite, Guimarães",Sande (São Clemente),Balazar Gmr,4805-001,253471375,eb1.vieite@escolas.min-edu.pt,151026,"Agrupamento de Escolas das Taipas, Guimarães",Não,7
"Escola Básica do Cávado, Póvoa de Lanhoso",Lugar da Deveza,Monsul,4830-406,-,-,150320,"Agrupamento de Escolas Gonçalo Sampaio, Póvoa de Lanhoso",Não,6
"Escola Básica D. Elvira Câmara Lopes, Campos, Póvoa de Lanhoso",Rua da Liberdade,Campos Pvl,4830-091,-,-,150320,"Agrupamento de Escolas Gonçalo Sampaio, Póvoa de Lanhoso",Não,6
"Escola Básica António Lopes, Póvoa de Lanhoso",Largo António Lopes,4830-516,Póvoa de Lanhoso,-,eb.antoniolopes@escolas.min-edu.pt,150320,"Agrupamento de Escolas Gonçalo Sampaio, Póvoa de Lanhoso",Não,6
Escola Básica de Póvoa de Lanhoso,R. 25 de Novembro - S. Pedro,4830-523,Póvoa de Lanhoso,253631149,servicos@agoncalosampaio.edu.gov.pt,150320,"Agrupamento de Escolas Gonçalo Sampaio, Póvoa de Lanhoso",Sim,6
"Escola Básica do Ave, Póvoa de Lanhoso",Lugar de Porto de Ave,Taíde,4830-755,253949110,eb23.taide@escolas.min-edu.pt,150915,Agrupamento de Escolas de Póvoa de Lanhoso,Não,5
"Escola Básica do Gerês, Terras de Bouro",Gerês,Gerês,4845-075,253391489,eb1.geres@escolas.min-edu.pt,150319,Agrupamento de Escolas de Terras de Bouro,Não,6
"Escola Básica de Rio Caldo, Terras de Bouro",Rua 2,nº 15,Rio Caldo,253390200,eb23.riocaldo@escolas.min-edu.pt,150319,Agrupamento de Escolas de Terras de Bouro,Não,6
Escola Básica e Secundária de Terras de Bouro,Avenida Doutor Artur Adriano Arantes,4840-100,Terras de Bouro,253359010,servicos@aetb.edu.gov.pt,150319,Agrupamento de Escolas de Terras de Bouro,Sim,6
"Escola Básica do Cávado, Louredo, Vieira do Minho",Lugar de Sudro,Louredo,Louredo Vrm,-,-,150605,"Agrupamento de Escolas Vieira de Araújo, Vieira do Minho",Não,5
"Escola Básica Domingos de Abreu, Vieira do Minho",Rua José Gaudêncio Ribeiro,Eira Vedra,4850-158,-,-,150605,"Agrupamento de Escolas Vieira de Araújo, Vieira do Minho",Não,5
"Escola Básica de Rossas, Vieira do Minho",Celeirô,Rossas Vrm,4850-289,253657362,eb1.celeirorossas@escolas.min-edu.pt,150605,"Agrupamento de Escolas Vieira de Araújo, Vieira do Minho",Não,5
"Escola Básica de Guilhofrei, Vieira do Minho",EN205,Guilhofrei,4850-194,253657368,eb1.penelas@escolas.min-edu.pt,150605,"Agrupamento de Escolas Vieira de Araújo, Vieira do Minho",Não,5
"Escola Básica de Joane, Vila Nova de Famalicão",Rua da Devesa,Joane,4770-243,-,-,150800,"Agrupamento de Escolas Padre Benjamim Salgado, Vila Nova de Famalicão",Não,7
"Escola Básica n.º 1 de Ribeirão, Vila Nova de Famalicão",R. Luís de Camões,4760-000,Vila Nova de Famalicão,252493260,eb1.serralousado@escolas.min-edu.pt,150630,"Agrupamento de Escolas de Ribeirão, Vila Nova de Famalicão",Não,7
"Escola Básica de Louro/Mouquim, Vila Nova de Famalicão",Rua Manuel Gonçalves da Costa,Louro,4760-558,252376094,-,151075,"Agrupamento de Escolas Dona Maria II, Vila Nova de Famalicão",Não,20
"Escola Básica de Antas, Vila Nova de Famalicão",Rua Frei Bartolomeu dos Mártires,4760-037,Vila Nova de Famalicão,-,-,151762,"Agrupamento de Escolas Camilo Castelo Branco, Vila Nova de Famalicão",Não,11
"Escola Básica de Cruz, Vila Nova de Famalicão",Rua da Escola,nº 295 Boavista - Cruz,Cruz,252912802,eb1.bvnovafamalicao@escolas.min-edu.pt,151075,"Agrupamento de Escolas Dona Maria II, Vila Nova de Famalicão",Não,20
"Escola Básica de Outiz, Vila Nova de Famalicão",Estação - Outiz,Outiz,4760-692,252314400,eb1.estacaooutiz@escolas.min-edu.pt,150617,"Agrupamento de Escolas de Gondifelos, Vila Nova de Famalicão",Não,5
"Escola Básica de Louredo, Calendário, Vila Nova de Famalicão",Rua Clube dos Caçadores - Calendário,4760-315,Vila Nova de Famalicão,252319048,eb1.n15.vnfamalicao@escolas.min-edu.pt,150642,"Agrupamento de Escolas D. Sancho I, Vila Nova de Famalicão",Não,8
Jardim Escola João de Deus de Braga,Rua Dr. Francisco Machado Owen,4715-020,Braga,253276878,-,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Carreira, Vila Nova de Famalicão",Rua da Escola,nº 336 - Carreira,Carreira Vnf,252933608,eb1.outeirocarreira@escolas.min-edu.pt,150629,"Agrupamento de Escolas Terras do Ave, Vila Nova de Famalicão",Não,10
"Escola Básica de Cabeçudos, Vila Nova de Famalicão",Estrada - Cabeçudos,4760-076,Vila Nova de Famalicão,252331128,eb1.estradacabecudos@escolas.min-edu.pt,150642,"Agrupamento de Escolas D. Sancho I, Vila Nova de Famalicão",Não,8
